,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_hour,Arrival_minutes,Dept_hour,Dept_minutes,Duration_minutes
187,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,6,6,2019,9,45,9,35,1450
9161,IndiGo,Banglore,Delhi,0,No info,3943,3,5,2019,3,25,0,30,175
3655,Jet Airways,Delhi,Cochin,2,No info,13014,1,6,2019,19,0,5,30,810
3426,Jet Airways,Delhi,Cochin,2,No info,11538,21,3,2019,4,25,6,20,1325
7922,Jet Airways,Delhi,Cochin,2,No info,13292,1,6,2019,4,25,9,35,1130
1381,Multiple carriers,Delhi,Cochin,1,No info,6795,6,6,2019,1,30,17,45,465
8207,IndiGo,Kolkata,Banglore,0,No info,4148,15,3,2019,0,55,22,10,165
413,Jet Airways,Delhi,Cochin,1,No info,12242,21,3,2019,4,25,22,50,335
5037,Jet Airways,Delhi,Cochin,1,No info,15764,6,3,2019,4,25,15,5,800
4897,IndiGo,Banglore,Delhi,0,No info,4823,12,5,2019,21,20,18,25,175
3336,Air India,Kolkata,Banglore,1,No info,8576,24,5,2019,7,55,16,50,905
3606,Multiple carriers,Delhi,Cochin,1,No info,17267,6,3,2019,15,30,7,5,505
3175,Jet Airways,Delhi,Cochin,1,No info,14924,9,6,2019,19,0,20,55,1325
6846,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6017,27,3,2019,4,25,15,5,800
2241,SpiceJet,Mumbai,Hyderabad,0,No info,2017,27,6,2019,14,45,13,15,90
10159,Jet Airways,Delhi,Cochin,2,No info,12609,24,6,2019,12,35,21,25,910
8373,Air India,Delhi,Cochin,1,No info,7480,9,5,2019,9,25,12,30,1255
256,Air India,Banglore,Delhi,0,No info,5228,9,5,2019,12,45,10,0,165
9357,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,4,25,21,50,395
200,GoAir,Kolkata,Banglore,1,No info,10091,24,3,2019,7,40,22,25,555
2235,SpiceJet,Delhi,Cochin,1,No info,5409,6,6,2019,22,50,17,55,295
4743,Jet Airways,Delhi,Cochin,1,No info,16289,27,5,2019,12,35,7,5,330
1767,IndiGo,Delhi,Cochin,1,No info,6093,24,6,2019,21,0,8,30,750
4236,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1,5,2019,9,20,8,25,1495
7423,Air Asia,Kolkata,Banglore,1,No info,5162,12,5,2019,10,30,6,50,220
8836,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,27,3,2019,4,25,19,45,520
7894,Jet Airways,Banglore,New Delhi,1,No info,17261,6,3,2019,11,25,11,40,1425
1572,Multiple carriers,Delhi,Cochin,1,No info,11789,15,6,2019,19,0,11,40,440
24,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,6,5,2019,8,15,18,55,800
3363,Vistara,Kolkata,Banglore,1,No info,8452,21,5,2019,9,5,20,20,765
1088,IndiGo,Kolkata,Banglore,0,No info,6565,1,3,2019,12,20,9,35,165
4674,IndiGo,Mumbai,Hyderabad,0,No info,4049,1,6,2019,10,45,9,15,90
2694,SpiceJet,Mumbai,Hyderabad,0,No info,4391,9,3,2019,7,5,5,45,80
8524,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,2019,18,15,16,30,1545
3398,SpiceJet,Delhi,Cochin,1,No info,11726,3,3,2019,22,50,16,35,375
3559,Air India,Mumbai,Hyderabad,0,No info,3100,18,6,2019,15,25,13,55,90
9584,IndiGo,Kolkata,Banglore,0,No info,4174,3,4,2019,7,15,4,40,155
2841,Multiple carriers,Delhi,Cochin,1,No info,10197,15,5,2019,19,0,9,0,600
2311,IndiGo,Delhi,Cochin,1,No info,6104,12,6,2019,1,30,17,30,480
8718,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,20,45,18,55,1550
3234,Air India,Delhi,Cochin,2,No info,12436,12,6,2019,19,15,12,55,1820
4152,Jet Airways,Delhi,Cochin,2,No info,13014,3,6,2019,4,25,19,30,535
1309,Jet Airways,Kolkata,Banglore,1,No info,14178,24,5,2019,4,40,21,10,450
695,Multiple carriers,Delhi,Cochin,1,No info,6838,9,4,2019,1,30,17,0,510
7356,Multiple carriers,Delhi,Cochin,1,No info,7670,15,5,2019,1,30,19,0,390
3752,Air India,Banglore,New Delhi,2,No info,13576,1,3,2019,22,10,5,50,980
6337,Jet Airways,Banglore,Delhi,0,No info,7229,6,5,2019,22,50,19,50,180
1227,Multiple carriers,Delhi,Cochin,1,No info,9779,1,6,2019,19,15,9,15,600
1999,Jet Airways,Banglore,New Delhi,1,No info,13555,18,3,2019,9,30,21,25,725
276,Air India,Mumbai,Hyderabad,0,No info,2575,27,3,2019,7,40,6,20,80
7466,Air India,Mumbai,Hyderabad,0,No info,4937,3,3,2019,7,40,6,20,80
7797,Air India,Delhi,Cochin,1,No info,7480,1,6,2019,6,50,5,15,1535
5929,IndiGo,Delhi,Cochin,0,No info,4729,27,3,2019,17,35,14,30,185
2953,SpiceJet,Kolkata,Banglore,0,No info,3873,18,6,2019,19,40,17,10,150
3637,IndiGo,Chennai,Kolkata,0,No info,3597,9,5,2019,15,35,13,15,140
3906,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,2019,8,15,20,0,735
4778,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,18,5,2019,9,20,5,45,1655
5845,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,21,3,2019,4,25,8,0,1225
10149,Jet Airways,Mumbai,Hyderabad,2,No info,24210,6,3,2019,16,50,19,50,1260
4117,Air India,Banglore,New Delhi,1,No info,21130,1,3,2019,13,20,22,0,920
9203,IndiGo,Delhi,Cochin,1,No info,5073,1,4,2019,1,30,20,25,305
1137,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,12,5,2019,12,0,21,10,890
2767,Jet Airways,Delhi,Cochin,1,In-flight meal not included,14053,9,3,2019,18,50,19,45,1385
2334,Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,9,5,2019,12,35,9,40,1615
9930,Air India,Delhi,Cochin,1,No info,7952,6,6,2019,9,25,6,5,1640
942,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,12,35,19,15,1040
8309,Air India,Banglore,New Delhi,1,No info,6987,21,3,2019,23,20,6,55,985
7448,IndiGo,Mumbai,Hyderabad,0,No info,4049,21,5,2019,10,40,9,10,90
2490,SpiceJet,Kolkata,Banglore,1,No info,8844,1,5,2019,21,25,15,55,330
10130,Multiple carriers,Delhi,Cochin,1,No info,6838,21,3,2019,1,35,19,0,395
6290,SpiceJet,Kolkata,Banglore,1,No info,6853,9,6,2019,17,15,8,35,520
4935,Air India,Kolkata,Banglore,2,No info,12009,6,6,2019,5,25,10,0,1165
3935,Air Asia,Delhi,Cochin,1,No info,6752,27,5,2019,22,25,16,45,340
6880,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,2019,12,35,11,30,1505
7665,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,18,15,21,10,1265
2384,Jet Airways,Delhi,Cochin,1,No info,16079,21,5,2019,4,25,21,50,395
7084,IndiGo,Delhi,Cochin,1,No info,6628,24,6,2019,1,30,9,15,975
115,Multiple carriers,Delhi,Cochin,1,No info,10348,18,5,2019,22,30,7,5,925
1863,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10031,24,3,2019,18,10,19,45,1345
10439,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,6,5,2019,9,20,20,0,800
3119,IndiGo,Banglore,Delhi,0,No info,4823,6,6,2019,21,20,18,25,175
4258,Jet Airways,Delhi,Cochin,2,No info,13292,15,6,2019,4,25,5,30,1375
7395,IndiGo,Banglore,New Delhi,0,No info,6860,15,3,2019,11,30,8,30,180
902,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,2019,12,35,2,15,620
2819,Air India,Kolkata,Banglore,1,No info,8891,1,5,2019,18,30,9,25,545
3822,Multiple carriers,Delhi,Cochin,1,No info,15078,9,5,2019,1,30,10,0,930
8603,Multiple carriers,Delhi,Cochin,1,No info,7530,1,6,2019,1,30,19,0,390
7597,IndiGo,Banglore,New Delhi,0,No info,7303,24,3,2019,11,30,8,30,180
9513,Jet Airways,Banglore,New Delhi,1,No info,22270,9,3,2019,0,45,18,40,365
4699,IndiGo,Chennai,Kolkata,0,No info,5277,18,6,2019,0,25,22,5,140
9334,IndiGo,Banglore,Delhi,0,No info,4823,24,5,2019,10,5,7,10,175
3802,Jet Airways,Kolkata,Banglore,1,No info,14571,24,5,2019,4,40,16,30,730
8698,SpiceJet,Mumbai,Hyderabad,0,No info,2017,27,5,2019,7,15,5,45,90
6068,Air India,Banglore,New Delhi,1,No info,6383,15,3,2019,22,55,10,30,745
5810,IndiGo,Delhi,Cochin,1,No info,6101,21,3,2019,13,40,7,45,355
3536,Jet Airways,Delhi,Cochin,0,In-flight meal not included,4886,6,4,2019,14,15,11,0,195
3825,Air India,Kolkata,Banglore,1,No info,11936,12,6,2019,16,15,7,0,555
6642,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,12,35,9,0,1655
9044,IndiGo,Kolkata,Banglore,0,No info,4148,12,3,2019,17,45,15,10,155
9009,Air Asia,Kolkata,Banglore,1,No info,5192,1,5,2019,10,40,22,40,720
4810,IndiGo,Delhi,Cochin,1,No info,6600,27,5,2019,16,10,5,5,665
1946,IndiGo,Kolkata,Banglore,0,No info,4174,15,4,2019,12,20,9,35,165
9127,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,12,35,17,30,1145
10332,IndiGo,Kolkata,Banglore,0,No info,5644,18,4,2019,12,20,9,35,165
5335,Air India,Delhi,Cochin,2,No info,10975,21,5,2019,9,25,7,5,1580
3488,Jet Airways,Delhi,Cochin,2,No info,13014,24,6,2019,4,25,5,30,1375
1610,Jet Airways,Delhi,Cochin,2,In-flight meal not included,12719,21,5,2019,12,35,9,35,1620
7269,Multiple carriers,Delhi,Cochin,1,No info,7933,1,6,2019,1,30,18,0,450
9120,Jet Airways,Kolkata,Banglore,1,No info,14781,9,5,2019,23,35,16,30,425
7774,Jet Airways,Delhi,Cochin,2,No info,17229,9,3,2019,4,25,13,55,870
7166,Jet Airways,Delhi,Cochin,0,No info,9564,21,5,2019,13,5,9,50,195
4677,Jet Airways,Kolkata,Banglore,1,No info,14571,9,6,2019,19,50,8,25,685
4959,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,6,6,2019,4,40,8,25,1215
7794,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134,15,3,2019,18,25,8,55,570
5867,Air India,Delhi,Cochin,1,No info,7480,24,5,2019,9,25,20,40,765
9172,Vistara,Kolkata,Banglore,1,No info,8452,9,5,2019,10,45,17,0,1065
4761,Jet Airways,Kolkata,Banglore,1,No info,13067,24,5,2019,9,45,9,35,1450
2194,Multiple carriers,Delhi,Cochin,1,No info,13377,27,6,2019,1,30,15,0,630
882,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,4,25,18,15,610
5701,IndiGo,Kolkata,Banglore,0,No info,4804,18,5,2019,14,5,11,30,155
5113,Jet Airways,Banglore,Delhi,0,No info,7229,18,5,2019,14,5,11,10,175
557,Air India,Banglore,Delhi,0,No info,6961,9,6,2019,16,10,13,20,170
8897,Jet Airways,Banglore,New Delhi,1,No info,22270,1,3,2019,7,40,8,0,1420
5139,IndiGo,Delhi,Cochin,1,No info,6818,15,5,2019,16,10,5,5,665
1207,Air India,Kolkata,Banglore,2,No info,10991,1,5,2019,20,25,5,50,875
7746,Air India,Delhi,Cochin,1,No info,8907,15,6,2019,23,0,13,30,570
8048,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,21,5,2019,10,10,7,10,180
1510,IndiGo,Delhi,Cochin,1,No info,9585,3,3,2019,12,0,4,55,425
7465,IndiGo,Mumbai,Hyderabad,0,No info,2227,6,5,2019,22,50,21,20,90
3829,IndiGo,Kolkata,Banglore,0,No info,4778,15,3,2019,16,55,14,20,155
3732,IndiGo,Banglore,Delhi,0,No info,4823,27,5,2019,22,50,20,0,170
8537,Air India,Mumbai,Hyderabad,0,No info,3100,1,6,2019,22,25,21,5,80
3211,Jet Airways,Delhi,Cochin,1,No info,12557,21,3,2019,4,25,17,30,655
3630,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,8,15,20,0,735
1708,Jet Airways,Delhi,Cochin,1,No info,15554,18,5,2019,19,0,19,45,1395
1845,Jet Airways,Mumbai,Hyderabad,0,No info,5678,24,5,2019,4,20,2,55,85
266,IndiGo,Delhi,Cochin,1,No info,5684,24,6,2019,1,30,11,25,845
5985,IndiGo,Chennai,Kolkata,0,No info,3858,21,6,2019,14,0,11,35,145
1140,Jet Airways,Delhi,Cochin,2,No info,13014,15,6,2019,12,35,19,30,1025
3162,IndiGo,Mumbai,Hyderabad,0,No info,4575,3,3,2019,4,0,2,30,90
6207,Jet Airways,Delhi,Cochin,2,No info,15129,24,5,2019,4,25,5,30,1375
2046,Jet Airways,Kolkata,Banglore,1,No info,11316,6,6,2019,17,35,10,20,435
3730,Jet Airways,Banglore,Delhi,0,No info,7229,24,5,2019,8,45,6,0,165
1909,Jet Airways,Banglore,New Delhi,1,No info,26890,1,3,2019,8,15,16,55,920
8046,Air Asia,Delhi,Cochin,1,No info,6152,12,6,2019,7,10,20,45,625
2660,IndiGo,Chennai,Kolkata,0,No info,5277,18,3,2019,0,25,22,5,140
656,Air India,Kolkata,Banglore,2,No info,12835,24,3,2019,23,15,16,45,1830
6660,IndiGo,Delhi,Cochin,1,No info,6027,15,5,2019,20,0,15,10,290
1307,IndiGo,Banglore,Delhi,0,No info,4823,6,5,2019,10,5,7,10,175
2567,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,2019,20,45,8,25,740
998,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,24,5,2019,4,40,21,10,450
8179,Air India,Kolkata,Banglore,2,No info,12219,1,4,2019,5,25,7,0,1345
2834,Air India,Banglore,New Delhi,1,No info,15434,6,3,2019,23,55,11,50,725
10015,Jet Airways,Kolkata,Banglore,1,No info,8355,9,5,2019,17,35,10,20,435
9608,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,2019,4,40,16,30,730
5880,Jet Airways,Kolkata,Banglore,1,No info,13067,6,5,2019,19,10,20,25,1365
1237,Jet Airways,Kolkata,Banglore,1,No info,14571,24,5,2019,19,50,14,5,345
2151,IndiGo,Mumbai,Hyderabad,0,No info,2227,21,3,2019,22,45,21,20,85
3835,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,15136,6,3,2019,21,0,13,55,425
10146,Air India,Kolkata,Banglore,1,No info,7662,9,5,2019,21,5,16,45,1700
10384,IndiGo,Delhi,Cochin,1,No info,6938,3,6,2019,22,30,14,20,490
8617,Air India,Delhi,Cochin,1,No info,8372,6,6,2019,7,40,21,0,640
6578,Air Asia,Banglore,Delhi,0,No info,3383,12,5,2019,13,55,11,10,165
5091,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,12,35,2,15,620
2186,Air India,Delhi,Cochin,1,No info,9719,27,5,2019,19,15,13,0,375
9031,IndiGo,Kolkata,Banglore,0,No info,4174,3,4,2019,17,45,15,15,150
1134,Multiple carriers,Delhi,Cochin,1,No info,6358,27,3,2019,21,0,7,0,840
5004,Air India,Delhi,Cochin,2,No info,13486,15,5,2019,19,15,12,55,1820
6626,IndiGo,Kolkata,Banglore,1,No info,4226,9,6,2019,10,20,6,20,240
1303,SpiceJet,Kolkata,Banglore,0,No info,4174,15,4,2019,11,25,9,0,145
8855,GoAir,Banglore,Delhi,0,No info,3898,15,4,2019,23,40,20,55,165
1627,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,15,6,2019,18,10,15,15,175
8397,Air India,Delhi,Cochin,1,No info,7480,21,5,2019,9,25,12,30,1255
1522,Multiple carriers,Delhi,Cochin,1,No info,10678,12,6,2019,19,0,4,55,845
10264,Jet Airways,Banglore,Delhi,0,No info,8016,18,6,2019,18,45,15,50,175
358,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7754,21,6,2019,20,45,17,45,180
138,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,24,5,2019,8,45,6,0,165
299,Vistara,Banglore,Delhi,0,No info,4878,9,5,2019,19,35,17,0,155
1556,Vistara,Delhi,Cochin,0,No info,6688,21,3,2019,9,10,6,0,190
5099,IndiGo,Kolkata,Banglore,0,No info,4804,12,5,2019,22,55,20,20,155
382,IndiGo,Banglore,Delhi,0,No info,4823,9,4,2019,19,55,16,55,180
8697,IndiGo,Banglore,Delhi,0,No info,4823,15,4,2019,11,20,8,30,170
7656,Air India,Kolkata,Banglore,2,No info,11542,12,6,2019,13,45,16,50,1255
4857,Multiple carriers,Delhi,Cochin,1,No info,15078,9,5,2019,1,30,15,0,630
3180,IndiGo,Mumbai,Hyderabad,0,No info,2754,24,6,2019,20,35,19,5,90
1439,Air India,Delhi,Cochin,2,No info,11989,24,6,2019,19,15,17,15,1560
7855,Multiple carriers,Delhi,Cochin,1,No info,6795,15,6,2019,1,30,11,40,830
5673,Jet Airways,Mumbai,Hyderabad,2,No info,23843,12,3,2019,16,35,8,15,500
7042,IndiGo,Delhi,Cochin,1,No info,5298,15,5,2019,12,10,6,50,320
946,Jet Airways,Kolkata,Banglore,1,No info,13941,12,5,2019,10,5,21,10,775
2390,IndiGo,Delhi,Cochin,2,No info,8146,9,3,2019,21,20,8,35,765
5498,IndiGo,Banglore,Delhi,0,No info,4823,24,6,2019,10,5,7,10,175
9466,IndiGo,Chennai,Kolkata,0,No info,3597,21,6,2019,15,35,13,15,140
10039,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,2019,19,0,14,0,300
2721,Multiple carriers,Delhi,Cochin,1,No info,13587,27,5,2019,21,0,9,0,720
1932,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,12,35,22,50,825
8169,IndiGo,Chennai,Kolkata,0,No info,5277,15,6,2019,0,25,22,5,140
3236,IndiGo,Mumbai,Hyderabad,0,No info,2227,3,6,2019,22,50,21,20,90
3140,Vistara,Kolkata,Banglore,1,No info,9345,24,5,2019,18,50,20,20,1350
4163,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,21,4,2019,22,0,18,55,185
9304,Air India,Banglore,New Delhi,2,No info,6593,15,3,2019,21,25,10,30,655
8674,Jet Airways,Delhi,Cochin,2,No info,14300,15,6,2019,12,35,20,0,995
3807,Jet Airways,Delhi,Cochin,1,No info,14714,1,6,2019,4,25,19,15,550
9920,Multiple carriers,Delhi,Cochin,1,No info,7564,18,5,2019,19,15,4,55,860
8525,Air India,Kolkata,Banglore,0,No info,4145,6,6,2019,23,20,20,45,155
9320,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,15,15,5,45,570
6781,IndiGo,Banglore,New Delhi,1,No info,5397,15,3,2019,21,50,16,55,295
7600,IndiGo,Banglore,Delhi,0,No info,3943,6,6,2019,15,50,13,0,170
4154,Multiple carriers,Delhi,Cochin,1,No info,18228,9,3,2019,21,0,8,40,740
4172,Multiple carriers,Delhi,Cochin,1,No info,7155,12,6,2019,19,15,4,55,860
796,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6943,27,5,2019,1,30,13,0,750
2416,IndiGo,Mumbai,Hyderabad,0,No info,4049,15,6,2019,10,40,9,10,90
7897,Vistara,Mumbai,Hyderabad,1,No info,12395,6,3,2019,22,55,15,40,435
6139,Jet Airways,Delhi,Cochin,1,In-flight meal not included,4757,3,4,2019,19,0,2,15,1005
785,Multiple carriers,Delhi,Cochin,1,No info,13568,21,3,2019,18,50,6,40,730
7784,IndiGo,Banglore,Delhi,0,No info,4423,6,5,2019,8,50,6,5,165
6789,Jet Airways,Banglore,New Delhi,1,No info,16736,6,3,2019,5,5,8,55,1210
3158,Air India,Kolkata,Banglore,2,No info,15894,6,6,2019,8,55,14,30,1105
7202,IndiGo,Mumbai,Hyderabad,0,No info,3175,15,3,2019,13,25,12,0,85
123,Air India,Delhi,Cochin,1,No info,27430,1,3,2019,19,15,23,0,1215
9898,Air Asia,Kolkata,Banglore,2,No info,5192,9,5,2019,23,30,15,10,500
7645,Air India,Kolkata,Banglore,2,No info,13885,24,3,2019,23,15,16,45,1830
2172,Air India,Kolkata,Banglore,0,No info,5510,15,5,2019,16,45,14,15,150
2169,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,27,6,2019,19,0,5,30,810
7586,Air India,Kolkata,Banglore,1,No info,6327,9,6,2019,11,5,19,0,965
4009,Jet Airways,Kolkata,Banglore,1,No info,11467,9,5,2019,18,0,20,25,1295
9728,Multiple carriers,Delhi,Cochin,1,No info,7198,24,6,2019,1,30,13,0,750
4340,Multiple carriers,Delhi,Cochin,1,No info,7198,12,6,2019,1,30,19,0,390
910,SpiceJet,Kolkata,Banglore,0,No info,4174,18,4,2019,11,25,9,0,145
6268,Multiple carriers,Delhi,Cochin,1,No info,7005,9,6,2019,21,0,10,20,640
8362,Air India,Banglore,New Delhi,0,No info,7276,15,3,2019,8,55,6,10,165
2309,Air India,Banglore,New Delhi,2,No info,10573,3,3,2019,23,55,6,45,1030
10109,Jet Airways,Delhi,Cochin,1,No info,14714,12,6,2019,4,25,20,55,450
3634,Multiple carriers,Delhi,Cochin,1,No info,8837,27,5,2019,19,15,6,40,755
1257,Air Asia,Kolkata,Banglore,1,No info,5192,18,5,2019,19,25,7,35,710
6591,Air India,Kolkata,Banglore,1,No info,4227,3,4,2019,11,5,19,0,965
4458,Multiple carriers,Delhi,Cochin,1,No info,13587,27,6,2019,21,0,14,0,420
6133,IndiGo,Delhi,Cochin,1,No info,6979,6,5,2019,1,30,10,35,895
1178,Jet Airways,Delhi,Cochin,2,No info,13376,9,6,2019,4,25,6,45,1300
4652,Multiple carriers,Delhi,Cochin,1,No info,10786,27,5,2019,19,15,6,0,795
6218,IndiGo,Banglore,Delhi,0,No info,4823,6,5,2019,21,50,18,55,175
3650,IndiGo,Delhi,Cochin,1,No info,6069,9,6,2019,21,0,16,0,300
442,IndiGo,Delhi,Cochin,1,No info,6347,18,5,2019,12,10,6,50,320
3415,IndiGo,Mumbai,Hyderabad,0,No info,5755,3,3,2019,20,30,19,5,85
1399,IndiGo,Kolkata,Banglore,0,No info,5224,6,5,2019,14,5,11,30,155
9145,Vistara,Kolkata,Banglore,1,No info,9345,21,5,2019,20,20,17,0,1640
7915,Jet Airways,Mumbai,Hyderabad,1,No info,19595,6,3,2019,16,50,20,45,1205
1457,Jet Airways,Delhi,Cochin,1,No info,16289,9,3,2019,18,50,17,25,1525
8237,Multiple carriers,Delhi,Cochin,1,No info,7575,9,5,2019,19,15,11,25,470
5744,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,6,6,2019,4,40,20,0,520
1054,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,18,15,6,30,705
9256,Jet Airways,Kolkata,Banglore,1,No info,14388,6,5,2019,9,20,21,10,730
3275,SpiceJet,Kolkata,Banglore,0,No info,3873,21,6,2019,0,40,22,20,140
1463,Multiple carriers,Delhi,Cochin,1,No info,14502,3,6,2019,19,0,10,0,540
3699,Jet Airways,Delhi,Cochin,1,No info,16079,27,6,2019,4,25,22,50,335
3759,Vistara,Kolkata,Banglore,1,No info,8662,9,6,2019,22,55,7,10,945
929,IndiGo,Mumbai,Hyderabad,0,No info,3175,18,3,2019,18,25,16,55,90
5511,Air India,Delhi,Cochin,2,No info,9417,9,5,2019,9,25,13,15,1210
6468,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,9,3,2019,20,20,7,0,800
8798,Air India,Banglore,New Delhi,0,No info,25703,1,3,2019,23,55,21,10,165
1829,Air India,Banglore,New Delhi,1,No info,9292,9,3,2019,16,40,17,0,1420
2928,Air India,Kolkata,Banglore,1,No info,8366,6,5,2019,7,55,9,25,1350
7977,Multiple carriers,Delhi,Cochin,1,No info,6427,27,3,2019,1,35,15,15,620
6538,IndiGo,Kolkata,Banglore,1,No info,4226,6,5,2019,10,20,6,20,240
4221,IndiGo,Mumbai,Hyderabad,0,No info,2754,12,5,2019,20,35,19,5,90
3546,Vistara,Banglore,New Delhi,0,No info,4563,24,3,2019,22,20,19,40,160
5598,SpiceJet,Kolkata,Banglore,1,No info,8479,6,5,2019,18,50,11,35,435
9355,Jet Airways,Kolkata,Banglore,1,No info,13364,1,4,2019,9,20,21,10,730
8057,Air India,Kolkata,Banglore,1,No info,10623,24,5,2019,20,25,17,30,1615
8536,Multiple carriers,Delhi,Cochin,1,No info,6795,9,6,2019,1,30,15,15,615
2011,Air India,Delhi,Cochin,1,No info,10454,1,6,2019,19,15,9,0,615
913,Air Asia,Kolkata,Banglore,0,No info,4508,6,6,2019,12,55,10,20,155
8631,SpiceJet,Banglore,Delhi,0,No check-in baggage included,5515,18,4,2019,12,20,9,30,170
9994,Jet Airways,Mumbai,Hyderabad,0,No info,5678,6,5,2019,21,5,19,35,90
3219,Air India,Delhi,Cochin,0,No info,5831,9,3,2019,8,0,5,10,170
2606,Jet Airways,Kolkata,Banglore,1,No info,13067,6,5,2019,19,10,17,0,1570
3264,SpiceJet,Chennai,Kolkata,0,No info,3597,24,6,2019,20,5,17,45,140
4928,IndiGo,Kolkata,Banglore,0,No info,5224,9,5,2019,14,5,11,30,155
9543,Multiple carriers,Delhi,Cochin,1,No info,10197,15,5,2019,19,0,3,50,910
6564,Jet Airways,Delhi,Cochin,1,No info,15554,9,5,2019,19,0,17,30,1530
8539,Vistara,Chennai,Kolkata,0,No info,3687,6,6,2019,9,20,7,5,135
6,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,10,25,18,55,930
2980,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,24,5,2019,18,10,15,15,175
6583,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,4,25,17,30,655
3361,Air India,Delhi,Cochin,2,No info,8603,18,5,2019,7,40,12,0,1180
4774,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,9,5,2019,12,35,17,30,1145
1943,GoAir,Banglore,Delhi,0,No info,4340,1,5,2019,14,30,11,40,170
9597,IndiGo,Chennai,Kolkata,0,No info,3597,3,6,2019,15,35,13,15,140
5499,SpiceJet,Kolkata,Banglore,0,No info,3873,21,5,2019,19,40,17,10,150
1635,Jet Airways,Delhi,Cochin,2,No info,16704,18,5,2019,4,25,23,5,1760
1141,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,9,5,2019,9,20,16,30,1010
